,TITLE,PRICE,LOCATION,ROOM,AREA
861,ALKAYA-BAĞDAT CADDESİNE 4DK GENÇ BİNADA 3+1 SATILIK DAİRE,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
862,ALKAYA-BAĞDATA YAKIN LÜX HAVUZLU SUADİYE'DE 3+1 SATILIK DAİRE,240000000,"Kozyatağı, Kadıköy",,4172 m²
863,ALKAYA-FIRSAT/BAĞDAT CADDESİNE 4.BİNA/HAVUZLU/160M² NET 4+1 SATI,9950000,"Bostancı, Kadıköy",4+1,160 m²
864,ALKAYA- AYŞEKADINDA 100M² 3+1 HAVUZLU SATILIK DAİRE,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
865,ALKAYA-SUADİYE GENÇ BİNADA HAVUZ 4+1 2 OTOPARK SATILIK DAİRE,13200000,"Suadiye, Kadıköy",4+2,230 m²
866,ALKAYA- CADDEYE 8. BİNA 2 TERAS 3+2 SATILIK DENİZ MANZALARI DAİR,10300000,"Suadiye, Kadıköy",4+1,165 m²
867,Merdivenköy Onay Sitesi'nde Kapanmaz Manzaralı Satılık 3+1 Daire,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
868,Kadıköy Fikirtepe'de Satılık Rezidans,10300000,"Suadiye, Kadıköy",4+1,165 m²
869,ALKAYA- ERENKÖY'DE GENÇ BİNADA 4+1 140M² NET SATILIK DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
870,ALKAYA-KALAMIŞ MARİNA 3+1 GENİŞ MUTFAKLI SATILIK DAİRE,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
871,,5975000,"Suadiye, Kadıköy",2+1,95 m²
872,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
873,Kadıköy Fikirtepe'de Satılık Rezidans,3750000,"Caferağa, Kadıköy",2+1,100 m²
874,ALKAYA- GÖZTEPEDE 4+1 KATTA TEK GENÇ BİNADA 180M² NET SATILIK,21500000,"Caddebostan, Kadıköy",4+2,300 m²
875,Moda Caferağa'da Sahile Yakın 3+1 Keyifli Bahçe Katı Daire,8975000,"Suadiye, Kadıköy",3+1,130 m²
876,SAHRAYICEDİD'TE YÜKSEK KATTA EBEVEYN BANYOLU 115 M2 İSKANLI,7395000,"Erenköy, Kadıköy",3+1,165 m²
877,Fenerbahçe Kalamış Wyndham Otel Yakın Yüzme Havuzlu 4+1,6650000,"Göztepe, Kadıköy",3+1,150 m²
878,Fenerbahçe Çamlık Parkına Cepheli Katta Tek,4200000,"Koşuyolu, Kadıköy",,125 m²
879,Fikirtepe Torkam Projesin de Ebeveyn Banyolu Satılık 2+1 Daire,7000000,"Caferağa, Kadıköy",3+1,140 m²
880,Fikirtepe Kiptaş Torkam Projesin de Satılık 2+1 Daire,5250000,"Göztepe, Kadıköy",1+1,117 m²
881,Fikirtepe Kiptaş Torkam projesin de Satılık 2+1 daire,6280000,"Bostancı, Kadıköy",3+1,190 m²
882,Kadıköy 6 Yol Meydanda Üç Cepheli Ofis,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
883,,240000000,"Kozyatağı, Kadıköy",,4172 m²
884,FENERYOLUNDA PARKA YAKIN SIFIRLANMIŞ 125 M2 BALKONLU,9950000,"Bostancı, Kadıköy",4+1,160 m²
885,CENTURY21.SAHRA'DAN AYŞEKADIN'DA 4 YILLIK 3+1 HAVUZLU İÇİ YAPILI,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
886,CADDEBOSTAN'DA MÜKEMMEL 5+2 GENİŞ M2 GÜNEY CEPHE DUBLEKS DAİRE,13200000,"Suadiye, Kadıköy",4+2,230 m²
887,BAĞDAT CADDESİNE İKİNCİ BİNADA MERKEZİ KONUMLU 3+1 EŞYASZ SATILK,10300000,"Suadiye, Kadıköy",4+1,165 m²
888,Fikirtepe Alyalife Projesinde Satılık Geniş Balkonlu geniş 3+1,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
889,Fikirtepe Şua'da Ebeveyn Banyolu Kapalı Mutfak 92 m2 net Boş,10300000,"Suadiye, Kadıköy",4+1,165 m²
890,Fikirtepe Şua'da Hiç Kullanılmamış Net 92 m2 Kapalı Mutfak Boş,290000000,"Fenerbahçe, Kadıköy",,2987 m²
891,"İSKANLI, BALKONLU, 3+1 SATILIK DAİRE (Yabancı Satışına Uygundur)",12000000,"19 Mayıs, Kadıköy",1+1,180 m²
892,"Rasımpaşa'da ozel mobilyalı, bakımlı 3+1 satılık daire",5975000,"Suadiye, Kadıköy",2+1,95 m²
893,"19 MAYIS mah. SIFIR KULANIŞLI 2+1, MANZARALI",13950000,"Zühtüpaşa, Kadıköy",,212 m²
894,Sea and Çamlıca View in Acıbadem **TURKISH CITIZENSHIP,3750000,"Caferağa, Kadıköy",2+1,100 m²
895,SUADİYE AYŞEÇAVUŞ'DA SIFIR BİNA SATILIK 2+1 DAİRE,21500000,"Caddebostan, Kadıköy",4+2,300 m²
896,KOŞUYOLU MÜSTAKİLLERİNDE İSTER KONUT İSTER İŞYERİ,8975000,"Suadiye, Kadıköy",3+1,130 m²
897,"ÖZEL MİMARİ DEKORLU, BALKONLU, İSKANLI 3+1 SATILIK FIRSAT DAİRE",7395000,"Erenköy, Kadıköy",3+1,165 m²
898,CENTURY21.SAHRA'DAN C.BOSTAN SAHİLDE 5+2 DUBLEKS DENİZ MANZARALI,6650000,"Göztepe, Kadıköy",3+1,150 m²
899,CENTURY 21.SAHRA'DAN BAĞDAT'A ÇOK YAKIN 4+1 FULL YAPILI HAVUZLU,4200000,"Koşuyolu, Kadıköy",,125 m²
900,KOZYATAĞI KAYASULTAN SOKAK'TA 110m2 NET KULLANIMLI 3+1 5 YILLIK,7000000,"Caferağa, Kadıköy",3+1,140 m²
901,CENTURY21.SAHRA'DAN AYŞEKADIN'DA 4 YILLIK 3+1 HAVUZLU İÇİ YAPILI,5250000,"Göztepe, Kadıköy",1+1,117 m²
902,CENTURY 21.SAHRA'DAN KAYA SİTESİNDE 3+1ÇOCUK OYUN PARKI&GÜVENLİK,6280000,"Bostancı, Kadıköy",3+1,190 m²
903,KOZYATAĞINDA KATTA TEK 125M2 NET 3+1 YENİ BİNA,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
904,CENTURY 21.SAHRA'DAN SUADİYE'DE BAHÇE KULLANIMLI 2+1 İÇİ YAPILI,240000000,"Kozyatağı, Kadıköy",,4172 m²
905,"YENİ BİNADA, EBEVEYN BANYOLU 2+1 SATILIK DAİRE",9950000,"Bostancı, Kadıköy",4+1,160 m²
906,,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
907,KOZZY AVM YAKINI İÇİ TAMAMEN YENİLENMİŞ 3+1 100M2,13200000,"Suadiye, Kadıköy",4+2,230 m²
908,Erenköy Nimet Ekşioğlu Sokak Satılık 3+1 Daire,10300000,"Suadiye, Kadıköy",4+1,165 m²
909,Göztepe Kadıköy Bağdat Cad Satılık Dükkan,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
910,SUADİYEDE İÇİ TAMAMEN YENİLENMİŞ 120M2 NETİ OLAN 3+1,10300000,"Suadiye, Kadıköy",4+1,165 m²
911,Koşuyolu Merkezi Konumda 465 m2 4+2 Satılık Müstakil Bina,290000000,"Fenerbahçe, Kadıköy",,2987 m²
912,KOZYATAĞINDA İÇİ TAMAMEN YENİLENMİŞ 3+1 100M2 NETİ OLAN,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
913,SAHRAİCEDİTTE AZ KATLI BİNADA YÜSEK GİRİŞ 2+1 KOMBİLİ  FIRSAT,5975000,"Suadiye, Kadıköy",2+1,95 m²
914,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
915,Sea View 3+1 Investment in Kadıköy *TURKISH CITIZENSHIP,3750000,"Caferağa, Kadıköy",2+1,100 m²
916,,21500000,"Caddebostan, Kadıköy",4+2,300 m²
917,SUADİYE MERKEZDE YENİ BİNADA SATILIK 1+1,8975000,"Suadiye, Kadıköy",3+1,130 m²
918,ACIBADEM CADDESİ ÜZERİNDE SATILIK DAİRE,7395000,"Erenköy, Kadıköy",3+1,165 m²
919,KADIKÖY BAHARİYE CADDESİ'NE YAKIN SATILIK 1+1 DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
920,"MODERN TASARIMI ,KALİTESİ VE KONUMUYLA EŞSİZ DAİRE..",4200000,"Koşuyolu, Kadıköy",,125 m²
921,KOŞUYOLU İBRAHİMAĞA HARİKA LOKASYON EMSALSİZ DÜKKAN,7000000,"Caferağa, Kadıköy",3+1,140 m²
922,CENTURY 21.SAHRA'DAN MARMARAYA YAKIN İÇİ YAPILI 2+1,5250000,"Göztepe, Kadıköy",1+1,117 m²
923,CADDEBOSTAN BAĞDAT CADDESİ ÜZERİNDE KİRACILI 200 M2 DÜKKAN,6280000,"Bostancı, Kadıköy",3+1,190 m²
924,Çiftehavuzlar Bağdat Caddesi 1. Paralel Sokak Satılık,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
925,Suadiye Bağdat Caddesi 2. Bina 4+1 Satılık Daire,240000000,"Kozyatağı, Kadıköy",,4172 m²
926,FENERYOLUNDA TREN -MİNİBÜS ARASINDA KİRACILI KOMBİLİ,9950000,"Bostancı, Kadıköy",4+1,160 m²
927,KADIKÖY KOZYATAĞI DUBLEKS,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
928,FENERYOLU BAĞDAT CADDESİNDE KİRACILI 30 M2 DÜKKAN,13200000,"Suadiye, Kadıköy",4+2,230 m²
929,KOZYATAĞI E-5 GİRİŞİNDE 5200 M2 KOMPLE BİNA,10300000,"Suadiye, Kadıköy",4+1,165 m²
930,DALYAN DR.FARUK AYANOĞLU CADDESİ GİRİŞİNDE 15 M2 DÜKKAN,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
931,FENERYOLU BAĞDAT CADDESİNDE 70 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
932,SELAMİÇEŞME BAĞDAT CADDESİ ÜZERİ 160m2 İSKANLI 3.KAT SATILIK 3+1,290000000,"Fenerbahçe, Kadıköy",,2987 m²
933,SELAMİÇEŞME IŞIKLAR'DA 3.KAT İSKANLI BALKONLU 160m2 SATILIK 3+1,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
934,RESİM' DEN ŞUA ELİT CONCEPT 2+1 137 M2 BALKONLU KAPALI MUTFAK,5975000,"Suadiye, Kadıköy",2+1,95 m²
935,DİNAMİK'TEN SUADİYE'DE MİNİBÜS YOLU ÜZERİNDE 3+1 SATILIK DAİRE,13950000,"Zühtüpaşa, Kadıköy",,212 m²
936,ŞENESENEVLERDE KATTA TEK165M2 NET 3+1 İÇİ TAMAMEN YENİLENMİŞ,3750000,"Caferağa, Kadıköy",2+1,100 m²
937,3 Months to Key Delivery *Available for TURKISH CITIZENSHIP,21500000,"Caddebostan, Kadıköy",4+2,300 m²
938,FİKİRTEPE DE HARİKA KONUMDA TİCARİ ADA DA SÜPER YATIRIMLIK ARSA,8975000,"Suadiye, Kadıköy",3+1,130 m²
939,RESİM'DEN YENİTEPE KADIKÖY'DE 1+1 PEYZAJ CEPHELİ SATILIK DAİRE,7395000,"Erenköy, Kadıköy",3+1,165 m²
940,Kızıltoprak Fenerbahçe Stat Karşısı Marmaray Metrobüs Yakın,6650000,"Göztepe, Kadıköy",3+1,150 m²
941,BOŞ ..19 MAYIS MAHALLESİNDE KOMBİLİ 85 M2 NET ÖNÜ AÇIK 2+1 DAİRE,4200000,"Koşuyolu, Kadıköy",,125 m²
942,,7000000,"Caferağa, Kadıköy",3+1,140 m²
943,ALKAYA'DAN SUADİYE BAĞDAT YAKININDA SATILIK 3+1 LÜKS DAİRE,5250000,"Göztepe, Kadıköy",1+1,117 m²
944,ALKAYA'DAN BAĞDAT'A ÇOK YAKIN ARA KATTA BALKONKLU  SATILIK 2+1,6280000,"Bostancı, Kadıköy",3+1,190 m²
945,ALKAYA'DAN SUADİYE HAZAN SK ÜZERİNDE SATILIK BALKONLU 1+1 DAİRE,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
946,ALKAYA'DAN SUADİYE BAĞDAT CD 3.BİNADA SATILIK HAVUZLU 4+1 DAİRE,240000000,"Kozyatağı, Kadıköy",,4172 m²
947,ALKAYA'DAN SUADİYE VİLLA TADINDA BAHÇELİ SATILIK 1+1 DAİRE,9950000,"Bostancı, Kadıköy",4+1,160 m²
948,ALKAYA'DAN FENERBAHÇE DALYAN'DA SATILIK 125 m NET YENİ DAİRE,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
949,ALKAYA'DAN BOSTANCI METRO VE MİNİBÜS CD YAKINI SATILIK 3+1 DAİRE,13200000,"Suadiye, Kadıköy",4+2,230 m²
950,ALKAYA'DAN SUADİYE EMİNALİPAŞA CD ÜZERNDE SATILIK 3+1 LÜKS DAİRE,10300000,"Suadiye, Kadıköy",4+1,165 m²
951,ALKAYA'DAN KOZYATAĞI'NDA SATILIK BALKONLU DAİRE 110 M² NET 3+1,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
952,ALKAYA'dan SUADİYE'DE BAĞDAT'A ÇOK YAKIN 2+1 SATILIK YENİ DAİRE,10300000,"Suadiye, Kadıköy",4+1,165 m²
953,ALKAYA'DAN BOSTANCI SİTELER BÖLGESİNDE SATILIK 3+1 ARA KAT DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
954,ALKAYA'DAN SUADİYE AYŞE ÇAVUŞ'DA MARMARYA 5 DK SATILIK 3+1 DAİRE,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
955,ALKAYA'DAN SUADİYE BAĞDAT  YAKININDA SATILIK 3+1 LÜKS DAİRE,5975000,"Suadiye, Kadıköy",2+1,95 m²
956,ALKAYA'DAN SUADİYE AYŞE ÇAVUŞTA SATILIK 2+1 BALKONLU DAİRE,13950000,"Zühtüpaşa, Kadıköy",,212 m²
957,,3750000,"Caferağa, Kadıköy",2+1,100 m²
958,Caddebostan Ragıp Paşa Korusu Sitesi 6+1 Saunalı Bahçe Dubleks,21500000,"Caddebostan, Kadıköy",4+2,300 m²
959,ALKAYA GAYRİMEKULDEN SATILIK HAVUZLU GENİŞ SATILIK 4+1 DAİRE,8975000,"Suadiye, Kadıköy",3+1,130 m²
960,ALKAYA- ERENKÖY MERKEZİ KONUMDA BALKON 3+1 115NET SATILIK DAİRE,7395000,"Erenköy, Kadıköy",3+1,165 m²
961,ALKAYA-BAĞDAT CADDESİNE 4DK GENÇ BİNADA 3+1 SATILIK DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
962,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,4200000,"Koşuyolu, Kadıköy",,125 m²
963,ALKAYA-EMİNALİPAŞA CAD. 2.BİNA 4 YAŞINDA 2+1 80M² SATILIK DAİRE,7000000,"Caferağa, Kadıköy",3+1,140 m²
964,ALKAYA'DAN SUADİYE'DE 2001 YAPIMI 115M² NET 3+1 SATILIK DAİRE,5250000,"Göztepe, Kadıköy",1+1,117 m²
965,ALKAYA- ERENKÖY'DE GENÇ BİNADA 4+1 140M² NET SATILIK DAİRE,6280000,"Bostancı, Kadıköy",3+1,190 m²
966,ALKAYA'DAN SUADİYE ŞAŞKINBAKKAL'DA SATILIK 3+1 DAİRE- 120 M² NET,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
967,ALKAYA- SUADİYE ŞAŞKINDA SATILIK 105M² NET 3+1 BALKONLU DAİRE,240000000,"Kozyatağı, Kadıköy",,4172 m²
968,KOZYATAĞI Metroya Yakın Satılık 2+1 Ferah Daire,9950000,"Bostancı, Kadıköy",4+1,160 m²
969,KADIKÖY RIHTIM CAD SATILIK 88 M² ARSA,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
970,CENTURY 21.SAHRA'DAN ÇATALŞEME'DE İÇİ YAPILI 3+1 120 M2 NET,13200000,"Suadiye, Kadıköy",4+2,230 m²
971,Fenerbahçe Wyndham Otel karşısı Katta Tek Balkonlu,10300000,"Suadiye, Kadıköy",4+1,165 m²
972,KOZZY AVM İLE METRO YAKINI BALKONLU KULLANIŞLI 3 YAŞINDA 3+1 DAİ,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
973,"BOSTANCI LUNAPARK YAKINI ULAŞIMI KOLAY,YATIRIM DEĞERİ YÜKSEK 3+1",10300000,"Suadiye, Kadıköy",4+1,165 m²
974,ALKAYA YETKİLİ -SUADİYE'DE BAĞDAT'A ÇOK YAKIN 2+1 SATILIK DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
975,ALKAYA- GÖZTEPEDE 4+1 KATTA TEK GENÇ BİNADA 180M² NET SATILIK,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
976,KADIKÖY YATIRIMLIK DÜKKAN,5975000,"Suadiye, Kadıköy",2+1,95 m²
977,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
978,,3750000,"Caferağa, Kadıköy",2+1,100 m²
979,Kadıköy Feneryolu'nda Satılık 3+1 Daire Nezih Apt Otoparklı,21500000,"Caddebostan, Kadıköy",4+2,300 m²
980,ALKAYA'DAN GÖZTEPE'DE 2+1 SATILIK DAİRE BALKONLU ÇİFT WCLİ,8975000,"Suadiye, Kadıköy",3+1,130 m²
981,Dinamik'ten Eğitim Mahallesinde Minibüs Caddesine 4.Bina Dublex,7395000,"Erenköy, Kadıköy",3+1,165 m²
982,,6650000,"Göztepe, Kadıköy",3+1,150 m²
983,ALKAYA-KALAMIŞ MARİNA 3+1 GENİŞ MUTFAKLI SATILIK DAİRE,4200000,"Koşuyolu, Kadıköy",,125 m²
984,,7000000,"Caferağa, Kadıköy",3+1,140 m²
985,Fenerbahçe Ayanoğlu Ordu Evi Caddesi Üzerinde Dükkan,5250000,"Göztepe, Kadıköy",1+1,117 m²
986,Yetkili Dinamik'ten Bussines İstanbulda 250m2 Net Hazır Kiracılı,6280000,"Bostancı, Kadıköy",3+1,190 m²
987,,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
988,ERENKÖY DE 125M2 NETİ OLAN 3+1İÇİ TAMAMEN YENİLENMİŞ,240000000,"Kozyatağı, Kadıköy",,4172 m²
989,,9950000,"Bostancı, Kadıköy",4+1,160 m²
990,ALKAYA-EMİNALİPAŞA CADDESİNDE EMSALSİZ ARAKAT GENİŞ LUX 3+1,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
991,Fenerbahçe Deniz - Marina ve Doğa Manzaralı Yüzme Havuzlu,13200000,"Suadiye, Kadıköy",4+2,230 m²
992,KOZYATAĞI BAYER CAD.'DE 4 YAŞINDA 2+1 80 M2 YÜKSEK KİRA GETİRİLİ,10300000,"Suadiye, Kadıköy",4+1,165 m²
993,,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
994,Göztepe de Eğitim Araştırma Hastane yanı satılık 3+1 daire..,10300000,"Suadiye, Kadıköy",4+1,165 m²
995,SAHRAYICEDİT FERİT BEY SOKAKTA GENÇ BİNA SATILIK 3+1 DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
996,Kadıköy Hasanpaşa'da Satılık 170 M2 4+1 Dubleks Daire,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
997,Gazhane'de 3+1 Dubleks Satılık Daire,5975000,"Suadiye, Kadıköy",2+1,95 m²
998,HASANPAŞA'DA KAÇIRILMAZ FIRSAT 100 M2 DÜKKAN,13950000,"Zühtüpaşa, Kadıköy",,212 m²
999,FENERYOLU'NDA YATIRIMLIK KOMPLE YENİLENMİŞ 3+1 KÖŞE DAİRE,3750000,"Caferağa, Kadıköy",2+1,100 m²
1000,"ACIBADEM İKBALİYE'DE GENİŞ,FERAH 3+1 DAİRE",21500000,"Caddebostan, Kadıköy",4+2,300 m²
1001,WEN CADDE'DEN GÖZTEPE MİNİBÜSE 4.BİNA İSKANLI DUBLEKS 4+1,8975000,"Suadiye, Kadıköy",3+1,130 m²
1002,Residence For Sale In Istanbul Citizenship and Permit Residence,7395000,"Erenköy, Kadıköy",3+1,165 m²
1003,ALKAYA'DAN SUADİYE'DE VİLLA TADINDA BAHÇELİ 1+1 SATILIK DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
1004,ALKAYA ERENKÖY 4+1 GÜVENLİKLİ VE HAVUZLU RESIDENCE SATILIK DAİRE,4200000,"Koşuyolu, Kadıköy",,125 m²
1005,GÖZTEPE ÖZGÜRLÜK PARKINADA 3+1KOMBİLİ 110 M2 BİTMEK ÜZERE DAİRE,7000000,"Caferağa, Kadıköy",3+1,140 m²
1006,Kalamış'ta 3+1 Deniz Manzaralı Satılık Daire,5250000,"Göztepe, Kadıköy",1+1,117 m²
1007,KADIKÖY (Yeldeğirmeni) KARAKOLHANE CD.'de 80m2 SATILIK DÜKKAN..,6280000,"Bostancı, Kadıköy",3+1,190 m²
